rel	e1_loc	e1_type	e2_loc	e2_type	sent
Regulates_Process	6,7,8,9	Genotype	15,16,17,18	Regulatory_Network	These embryos with defects were presumably homozygous for dcl1-5-null alleles , and their defects included abnormal hypophysis cell divisions as well as the previously unreported loss of periclinal subprotoderm cell divisions in the embryo proper ( Fig . 1A ) .
Regulates_Process	6,7,8	Genotype	12,13	Regulatory_Network	Because embryos from selfed dcl1-5/+ and selfed dcl1-10/+ plants exhibited the same morphological defects at indistinguishable frequencies , subsequent analyses focused on embryos from selfed dcl1-5/+ plants ( Table 1 ; data not shown ) .
Regulates_Process	6,7,8,9	Genotype	25,26,27,28,29,30,31,32,33,34	Regulatory_Network	These embryos with defects were presumably homozygous for dcl1-5-null alleles , and their defects included abnormal hypophysis cell divisions as well as the previously unreported loss of periclinal subprotoderm cell divisions in the embryo proper ( Fig . 1A ) .
Regulates_Process	2	Tissue	7,8,9,10,11,12,13	Regulatory_Network	dcl1-null mutant embryos exhibit morphological defects and arrest at the globular stage of development ( Schwartz et al . 1994 ) .
Regulates_Process	3,4,8	Genotype	12,13	Regulatory_Network	Because embryos from selfed dcl1-5/+ and selfed dcl1-10/+ plants exhibited the same morphological defects at indistinguishable frequencies , subsequent analyses focused on embryos from selfed dcl1-5/+ plants ( Table 1 ; data not shown ) .
Regulates_Process	16,17,18	Genotype	6,7	Regulatory_Network	By the early globular stage , morphological defects were observed in ∼25 % of embryos from selfed dcl1-5/+ plants ( Fig . 1A ) .
Regulates_Process	2,3,4	Development_Phase	6,7	Regulatory_Network	By the early globular stage , morphological defects were observed in ∼25 % of embryos from selfed dcl1-5/+ plants ( Fig . 1A ) .
Regulates_Process	15,16,17,18	Regulatory_Network	3,4,5	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	17	Tissue	11,12,13	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	37	Genotype	32,33	Regulatory_Network	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Development_Phase	14	Tissue	5,6,7	Development_Phase	Consistent with the reduction/loss of subprotodermal cell divisions in dcl1 late globular/early heart stage embryos , we detected reduced levels of RPS5A transcripts in these cell types ( Supplemental Fig . 2 ) .
Regulates_Process	2	Gene	7,8,9,10,11	Regulatory_Network	Therefore , DCL1 is required for the hypophysis-specific increase in auxin signaling .
Regulates_Process	8	Tissue	3,4	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	26	Tissue	21,22,23	Regulatory_Network	Considered together with the defective hypophysis cell divisions observed in dcl1 embryos , the lack of hypophysis markers indicates that the hypophysis is misspecified in dcl1 embryos .
Regulates_Process	3	Tissue	6,7,8,9,10,11,12	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	11	Tissue	4,5,6,7	Regulatory_Network	Considered together with the defective hypophysis cell divisions observed in dcl1 embryos , the lack of hypophysis markers indicates that the hypophysis is misspecified in dcl1 embryos .
Regulates_Process	17	Tissue	23,24,25,29,30,31	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	3	Tissue	6,7,8,9,10,15,16	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	28,29,30,31	Regulatory_Network	15,16,17,18	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	3	Hormone	17,18	Regulatory_Network	The plant hormone auxin is transported from the embryo proper to the presumptive hypophysis and contributes to hypophysis specification ( Friml et al . 2003 ; Aida et al . 2004 ; Weijers et al . 2006 ) .
Regulates_Expression	1,3,4	Tissue	7	Gene	Although presumptive dcl1-5 hypophysis cells often expressed DR5rev∷GFP , cells located above the presumptive hypophysis ectopically expressed DR5rev∷GFP ( Fig . 1B ) .
Regulates_Expression	2	Hormone	4,5	Promoter	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Expression	45	Tissue	48	Gene	After the two/four-cell stage , WOX2 transcripts were not detected in about a quarter of eight-cell and dermatogen stage embryos ( seven of 35 and 14 of 52 , respectively ) from self-pollinated dcl1-5/+ plants ( Fig . 1B ) , which implied that dcl1-5 embryos had undetectable WOX2 expression .
Has_Sequence_Identical_To	0,1,2,3	Gene	5	Gene	A. thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Has_Sequence_Identical_To	7,8	Gene	10	Gene	thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Is_Functionally_Equivalent_To	4,5,6,7,8	Gene	10	Gene	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Is_Functionally_Equivalent_To	3	Gene	0,1	Gene	WUSCHEL-related HOMEOBOX2 ( WOX2 ) transcripts are localized in the apical cell lineage of wild-type preglobular embryos ( Haecker et al . 2004 ) .
Is_Localized_In	10,12	RNA	17	Tissue	thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Is_Localized_In	20,21	RNA	15	Tissue	In addition to the ectopic localization of protoderm markers in the suspensor , globular dcl1-5 suspensors had reduced levels of WOX8 transcripts ( Fig . 1B ) .
Is_Localized_In	5,8	RNA	13,14,15	Tissue	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Is_Localized_In	13,14	Pathway	20	Tissue	This observation was consistent with the previously reported ectopic localization of embryo proper-specific starch grains and protein bodies in the suspensors of late stage sus1/dcl1 embryos ( Schwartz et al . 1994 ) .
Is_Localized_In	7,8	RNA	13,14,15	Tissue	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Is_Localized_In	3,5	RNA	10,11,12,13,16	Tissue	WUSCHEL-related HOMEOBOX2 ( WOX2 ) transcripts are localized in the apical cell lineage of wild-type preglobular embryos ( Haecker et al . 2004 ) .
Is_Localized_In	21,22	RNA	14	Tissue	Consistent with the reduction/loss of subprotodermal cell divisions in dcl1 late globular/early heart stage embryos , we detected reduced levels of RPS5A transcripts in these cell types ( Supplemental Fig . 2 ) .
Is_Localized_In	4,12	RNA	17	Tissue	thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Is_Localized_In	4,6	RNA	17,18,19	Tissue	Similar to WOX2 , PINHEAD /ZWILLE/ARGONAUTE10 transcripts , hereafter referred to as PNH , are localized in the apical cell lineage of preglobular embryos ( Lynn et al . 1999 ) .
Is_Localized_In	22,23	RNA	13	Tissue	Approximately 89 % ( 72 of 81 ) of eight-cell and dermatogen stage embryos from selfed dcl1-5/+ plants had detectable levels of PNH transcripts , suggesting that apical cell fate is not completely abolished in all preglobular dcl1 embryos ( Supplemental Fig . 2 ) .
Is_Localized_In	5,6	RNA	17,18,19	Tissue	Similar to WOX2 , PINHEAD/ZWILLE/ ARGONAUTE10 transcripts , hereafter referred to as PNH , are localized in the apical cell lineage of preglobular embryos ( Lynn et al . 1999 ) .
Is_Localized_In	0,1	RNA	17	Tissue	WOX8 transcripts were detected in 90 % ( 62 of 69 ) of eight-cell and dermatogen stage embryos from selfed dcl1-5/+ plants , suggesting that basal cell lineage differentiation is not perturbed in all preglobular dcl1 embryos ( Fig . 1B ) .
Is_Localized_In	5,7	RNA	17,18,19	Tissue	Similar to WOX2 , PINHEAD/ ZWILLE /ARGONAUTE10 transcripts , hereafter referred to as PNH , are localized in the apical cell lineage of preglobular embryos ( Lynn et al . 1999 ) .
Is_Localized_In	2,3	RNA	22	Tissue	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Is_Localized_In	16,17	Pathway	20	Tissue	This observation was consistent with the previously reported ectopic localization of embryo proper-specific starch grains and protein bodies in the suspensors of late stage sus1/dcl1 embryos ( Schwartz et al . 1994 ) .
Is_Localized_In	10,12	RNA	22	Tissue	thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Is_Localized_In	3	Hormone	8,9	Tissue	The plant hormone auxin is transported from the embryo proper to the presumptive hypophysis and contributes to hypophysis specification ( Friml et al . 2003 ; Aida et al . 2004 ; Weijers et al . 2006 ) .
Is_Localized_In	0,3	RNA	22	Tissue	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Is_Localized_In	4,12	RNA	22	Tissue	thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Is_Localized_In	5,6	RNA	19	Tissue	After the two/four-cell stage , WOX2 transcripts were not detected in about a quarter of eight-cell and dermatogen stage embryos ( seven of 35 and 14 of 52 , respectively ) from self-pollinated dcl1-5/+ plants ( Fig . 1B ) , which implied that dcl1-5 embryos had undetectable WOX2 expression .
Is_Localized_In	3,8	RNA	13,14,15	Tissue	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Is_Localized_In	2,3	RNA	9	Tissue	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Is_Localized_In	0,3	RNA	9	Tissue	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Exists_In_Genotype	20,21	RNA	14	Genotype	In addition to the ectopic localization of protoderm markers in the suspensor , globular dcl1-5 suspensors had reduced levels of WOX8 transcripts ( Fig . 1B ) .
Exists_In_Genotype	5,8	RNA	18	Genotype	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Exists_In_Genotype	7,8	RNA	18	Genotype	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Exists_In_Genotype	3,5	RNA	14,15,16	Genotype	WUSCHEL-related HOMEOBOX2 ( WOX2 ) transcripts are localized in the apical cell lineage of wild-type preglobular embryos ( Haecker et al . 2004 ) .
Exists_In_Genotype	21,22	RNA	9	Genotype	Consistent with the reduction/loss of subprotodermal cell divisions in dcl1 late globular/early heart stage embryos , we detected reduced levels of RPS5A transcripts in these cell types ( Supplemental Fig . 2 ) .
Exists_In_Genotype	22,23	RNA	15,16,17	Genotype	Approximately 89 % ( 72 of 81 ) of eight-cell and dermatogen stage embryos from selfed dcl1-5/+ plants had detectable levels of PNH transcripts , suggesting that apical cell fate is not completely abolished in all preglobular dcl1 embryos ( Supplemental Fig . 2 ) .
Exists_In_Genotype	0,1	RNA	19,20,21	Genotype	WOX8 transcripts were detected in 90 % ( 62 of 69 ) of eight-cell and dermatogen stage embryos from selfed dcl1-5/+ plants , suggesting that basal cell lineage differentiation is not perturbed in all preglobular dcl1 embryos ( Fig . 1B ) .
Exists_In_Genotype	2,3	RNA	24	Genotype	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Exists_In_Genotype	11,13	RNA	0,1	Genotype	A. thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Exists_In_Genotype	0,3	RNA	24	Genotype	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Exists_In_Genotype	5,13	RNA	0,1	Genotype	A. thaliana MERISTEM LAYER1 ( ATML1 ) and PROTODERMAL FACTOR1 ( PDF1 ) transcripts are detectable in the protoderm , but not the subprotoderm , of globular stage embryos ( Lu et al . 1996 ; Abe et al . 1999 ) .
Exists_In_Genotype	5,6	RNA	32,33,34	Genotype	After the two/four-cell stage , WOX2 transcripts were not detected in about a quarter of eight-cell and dermatogen stage embryos ( seven of 35 and 14 of 52 , respectively ) from self-pollinated dcl1-5/+ plants ( Fig . 1B ) , which implied that dcl1-5 embryos had undetectable WOX2 expression .
Exists_In_Genotype	3,8	RNA	18	Genotype	In contrast to WOX2 and PNH , WOX8 transcripts are localized to the basal cell lineage of preglobular wild-type embryos ( Haecker et al . 2004 ) .
Exists_In_Genotype	2,3	RNA	13	Genotype	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Exists_In_Genotype	0,3	RNA	13	Genotype	ATML1 and PDF1 transcripts were appropriately localized to the protoderm of globular stage dcl1-5 embryos , but were ectopically localized in the suspensors of dcl1-5 embryos whose wild-type siblings were at the early heart stage ( Fig . 1B ; Supplemental Fig . 2 ) .
Occurs_In_Genotype	13,14	Pathway	24	Genotype	This observation was consistent with the previously reported ectopic localization of embryo proper-specific starch grains and protein bodies in the suspensors of late stage sus1 /dcl1 embryos ( Schwartz et al . 1994 ) .
Occurs_In_Genotype	16,17	Pathway	24	Genotype	This observation was consistent with the previously reported ectopic localization of embryo proper-specific starch grains and protein bodies in the suspensors of late stage sus1 /dcl1 embryos ( Schwartz et al . 1994 ) .
Exists_In_Genotype	3	Hormone	1	Genotype	The plant hormone auxin is transported from the embryo proper to the presumptive hypophysis and contributes to hypophysis specification ( Friml et al . 2003 ; Aida et al . 2004 ; Weijers et al . 2006 ) .
Exists_In_Genotype	2	Hormone	20	Genotype	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Occurs_In_Genotype	15,16,17,18	Regulatory_Network	8	Genotype	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Occurs_In_Genotype	28,29,30,31	Regulatory_Network	8	Genotype	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Is_Localized_In	2	Hormone	17,18,19,20,21,22	Tissue	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Is_Localized_In	15,16,17,18	Regulatory_Network	9	Tissue	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Is_Localized_In	28,29,30,31	Regulatory_Network	9	Tissue	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Exists_At_Stage	2	Hormone	21	Development_Phase	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Occurs_During	28,29,30,31	Regulatory_Network	35,36	Development_Phase	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	9	Tissue	3,4,5	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	16	Genotype	11,12,13	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	38	Tissue	32,33	Regulatory_Network	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Development_Phase	9	Genotype	5,6,7	Development_Phase	Consistent with the reduction/loss of subprotodermal cell divisions in dcl1 late globular/early heart stage embryos , we detected reduced levels of RPS5A transcripts in these cell types ( Supplemental Fig . 2 ) .
Regulates_Process	7	Genotype	3,4	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	25	Genotype	21,22,23	Regulatory_Network	Considered together with the defective hypophysis cell divisions observed in dcl1 embryos , the lack of hypophysis markers indicates that the hypophysis is misspecified in dcl1 embryos .
Regulates_Process	2	Genotype	6,7,8,9,10,11,12	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	22,23	Development_Phase	6,7,8,9,10,11,12	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	8	Genotype	3,4,5	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	10	Genotype	4,5,6,7	Regulatory_Network	Considered together with the defective hypophysis cell divisions observed in dcl1 embryos , the lack of hypophysis markers indicates that the hypophysis is misspecified in dcl1 embryos .
Regulates_Process	16	Genotype	23,24,25,29,30,31	Regulatory_Network	Given the severe subprotodermal defects observed in dcl1 embryos , the inappropriate auxin signaling observed in dcl1 embryos was likely due to the incorrect expression of auxin transport and/or auxin signaling factors .
Regulates_Process	2	Genotype	6,7,8,9,10,15,16	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	22,23	Development_Phase	6,7,8,9,10,15,16	Regulatory_Network	Thus , dcl1 embryos had detectable defects in the differentiation of apical cell but not basal cell descendents as early as the eight-cell stage .
Regulates_Process	8	Genotype	15,16,17,18	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	9	Tissue	15,16,17,18	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	35,36	Development_Phase	15,16,17,18	Regulatory_Network	Therefore , the auxin response defects observed in dcl1 embryos were probably secondary consequences of subprotoderm cell differentiation defects , which in turn were probably due to the apical cell lineage defects observed at the preglobular stages .
Regulates_Process	1	Genotype	17,18	Regulatory_Network	The plant hormone auxin is transported from the embryo proper to the presumptive hypophysis and contributes to hypophysis specification ( Friml et al . 2003 ; Aida et al . 2004 ; Weijers et al . 2006 ) .
Regulates_Expression	2	Genotype	7	Gene	Although presumptive dcl1-5 hypophysis cells often expressed DR5rev∷GFP , cells located above the presumptive hypophysis ectopically expressed DR5rev∷GFP ( Fig . 1B ) .
Regulates_Expression	20	Genotype	4,5	Promoter	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Expression	17,18,19,20,21,22	Tissue	4,5	Promoter	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Expression	21	Development_Phase	4,5	Promoter	Because the auxin signaling-responsive DR5rev promoter fused to GFP ( DR5rev∷GFP ) is specifically active in the hypophysis cells of wild-type globular embryos ( Friml et al . 2003 ) , and hypophysis specification is perturbed in dcl1 embryos , we examined the activity of DR5rev∷GFP in dcl1-5 embryos to test whether DCL1 was required for appropriate auxin signaling .
Regulates_Expression	44	Genotype	48	Gene	After the two/four-cell stage , WOX2 transcripts were not detected in about a quarter of eight-cell and dermatogen stage embryos ( seven of 35 and 14 of 52 , respectively ) from self-pollinated dcl1-5/+ plants ( Fig . 1B ) , which implied that dcl1-5 embryos had undetectable WOX2 expression .
Regulates_Expression	22	Tissue	17	Gene	In particular , we still see accumulation of chlorophyll preceding the expression of the seed storage protein At2S3 , as in wild-type embryos .
Regulates_Process	1	Genotype	10,11,12,20,21	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Process	1	Genotype	10,11,12,16,17	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Process	7	RNA	15,16	Regulatory_Network	The data presented here strongly suggest that miRNAs are these key negative regulators of the maturation program .
Regulates_Process	24	Genotype	10,11,12,13,14	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos .
Regulates_Process	1	Genotype	6,7,8	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Process	24	Genotype	17,18,19,20,21,22	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos .
Regulates_Process	24	Genotype	32,33	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos . Interestingly , even though the maturation program starts too early , the timing of the different components of the program seems to be unaffected .
Regulates_Development_Phase	6	RNA	14,16,17	Development_Phase	It is tempting to speculate that miRNAs regulate the initiation , but not the progression , of maturation .
Regulates_Development_Phase	6	RNA	9,16,17	Development_Phase	It is tempting to speculate that miRNAs regulate the initiation , but not the progression , of maturation .
Regulates_Process	1	Genotype	10,11,12,13,14	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Is_Involved_In_Process	17	Gene	14,15,16	Pathway	In particular , we still see accumulation of chlorophyll preceding the expression of the seed storage protein At2S3 , as in wild-type embryos .
Occurs_In_Genotype	1,2	Regulatory_Network	8,9	Genotype	The maturation program was a key innovation of seed plants ( Vicente-Carbajosa and Carbonero , 2005 ) .
Regulates_Expression	21	Genotype	17	Gene	In particular , we still see accumulation of chlorophyll preceding the expression of the seed storage protein At2S3 , as in wild-type embryos .
Regulates_Process	2	Tissue	10,11,12,20,21	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Process	25	Tissue	10,11,12,13,14	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos .
Regulates_Process	2	Tissue	6,7,8	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Process	25	Tissue	17,18,19,20,21,22	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos .
Regulates_Process	25	Tissue	32,33	Regulatory_Network	Similarly , Nodine and Bartel ( 2010 ) described the early accumulation of OLEOSIN transcripts and a heterochronic change in the transcriptional profile in dcl1-5 embryos . Interestingly , even though the maturation program starts too early , the timing of the different components of the program seems to be unaffected .
Regulates_Process	2	Tissue	10,11,12,13,14	Regulatory_Network	In dcl1-15 embryos , we observed early chloroplast maturation and early accumulation of starch grains , lipid bodies , and storage proteins .
Regulates_Expression	11	Genotype	37	Gene	We found that several of these genes were up-regulated in the dcl1-15 mutant : FUS3 , LEC2 , L1L , and several MYBs and bZIPs ( Table I ) . In contrast , ABI3 was unaffected and LEC1 was down-regulated .
Regulates_Expression	11	Genotype	14	Gene	We found that several of these genes were up-regulated in the dcl1-15 mutant : FUS3 , LEC2 , L1L , and several MYBs and bZIPs ( Table I ) .
